user_id,recs
1186,"[914577, 885863, 878996, 866211, 854852, 908318, 1098844, 929668, 1011300, 1070820, 1077373, 1101956, 908846, 1065167, 1077359, 927400, 887102, 870515, 1041796, 847270, 1033220, 903800, 956902, 1121360, 970030, 1082185, 1094924, 13877012, 5585510, 1055425, 1134398, 948495, 820165, 966558, 6034857, 8119319, 9547021, 964813, 1080853, 1014054, 947220, 944376, 12810464, 13071586, 13093050, 10285106, 1018050, 1035600, 892998, 13007767]"
1187,"[1038462, 6979753, 918733, 1069621, 13003092, 10456015, 851676, 834103, 824555, 9296919, 998556, 1036432, 1118598, 911215, 1099058, 1133018, 1053763, 1048462, 1054262, 904813, 1068719, 1138487, 944466, 1062966, 969836, 989069, 1017201, 820347, 13672065, 930666, 910673, 10284972, 1044078, 845196, 16770156, 951176, 871061, 1048383, 5571248, 1009344, 1015548, 891217, 1109516, 1050482, 13672066, 1006438, 1007152, 15596021, 967254, 883418]"
1188,"[857638, 5587502, 15972474, 997202, 1017061, 1082185, 849264, 5584027, 1013321, 849843, 883404, 981760, 1107661, 1120741, 995785, 860776, 878996, 882441, 874736, 979746, 920308, 1111072, 10312139, 936753, 8011397, 1050851, 1106523, 1112905, 883202, 1017201, 866211, 981944, 6979089, 15926638, 6391436, 868075, 5585727, 845774, 923746, 914190, 976065, 945652, 12524174, 871756, 5569327, 1133018, 909894, 1136257, 1096036, 833025]"
1189,"[5591038, 7440665, 878285, 1123014, 994928, 962568, 6463658, 1051781, 1007195, 1012315, 1068832, 5570069, 15595792, 9802588, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997]"
1190,"[1130323, 843898, 916381, 1110255, 999104, 949294, 1029743, 8160319, 988460, 1119546, 1001646, 13095132, 1122268, 15452873, 878234, 13945157, 1028953, 9655483, 10456164, 9859133, 12386187, 999631, 860469, 928036, 9446692, 13213439, 1133858, 1026448, 873345, 945372, 1008136, 6514010, 15927018, 1071408, 15831423, 9446691, 1037050, 8020224, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843]"
1191,"[1082185, 967395, 878996, 1081177, 1033142, 12301109, 1055646, 879528, 823990, 894511, 991268, 1057306, 857006, 872461, 1016021, 968992, 10121521, 1108713, 852235, 13512882, 835796, 983106, 883670, 9297511, 13039539, 937689, 1095710, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899]"
1192,"[1559515, 5683022, 1732014, 1043730, 1549210, 833347, 6463729, 16122645, 5676965, 1688256, 1484125, 1679875, 13506538, 6380484, 8350225, 1538803, 1708138, 13654030, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325]"
1193,"[6034857, 995242, 1123792, 994928, 866227, 1066716, 1068719, 987562, 1068843, 1102959, 838010, 1082185, 1089888, 845725, 6534074, 1023196, 12171843, 955774, 12524732, 1001148, 1122732, 15716429, 13842088, 911470, 865330, 1067779, 1131550, 6919511, 10285141, 879528, 1102949, 1134006, 10285243, 847023, 904997, 909638, 1019862, 1080884, 1040812, 10457290, 971380, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590]"
1194,"[10456152, 993638, 5592610, 17168855, 1106523, 999971, 1111839, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177]"
1195,"[6514160, 12988031, 7409907, 1042571, 5568228, 1119112, 1075368, 1074223, 825412, 6704062, 8249227, 6544219, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928]"
1196,"[989075, 844991, 885023, 824555, 826249, 919596, 911215, 972742, 1118598, 854852, 6464165, 925862, 8090521, 840361, 1011645, 970030, 1026118, 1070820, 901062, 878996, 1135476, 925112, 950557, 940766, 824005, 6602327, 8090513, 865511, 928049, 1065035, 820560, 5565202, 924864, 916122, 1104056, 898612, 6463900, 12385916, 1012801, 1094223, 845319, 1125891, 5568197, 15687069, 972437, 1126979, 1130581, 13007600, 5996469, 825249]"
1197,"[1058997, 1066943, 1069312, 1119993, 6534178, 986912, 999250, 865456, 913210, 854852, 834117, 856060, 1082185, 951590, 8090521, 12811532, 1055646, 860776, 1091365, 13007411, 915349, 981760, 828857, 1029743, 1060269, 1041796, 979707, 995876, 1069506, 1023466, 6533765, 13008314, 1117514, 8090532, 861279, 845705, 961554, 1106301, 1077555, 1074333, 1051211, 1110764, 8090537, 1076199, 1139830, 897125, 896862, 1051069, 1088393, 1070702]"
1198,"[915064, 17241466, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476, 1053690]"
1201,"[902396, 908846, 5569327, 999104, 912810, 955313, 9931625, 868066, 1071179, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719]"
1202,"[999563, 1013572, 1114251, 835943, 880234, 1059229, 13213204, 7139529, 972418, 16766937, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471]"
1203,"[1137387, 1104649, 12810393, 916122, 12302069, 1082185, 1098066, 916381, 1122358, 846823, 845193, 1004001, 885697, 1078346, 933835, 849098, 12731701, 910673, 7410290, 1106523, 986947, 897954, 952254, 918390, 951590, 981760, 1070015, 827180, 1053690, 9296919, 1077490, 819927, 1138189, 900391, 1134379, 1100972, 940766, 1020404, 12946027, 9803592, 1017195, 919948, 905817, 1063265, 929751, 977166, 7167853, 1043766, 17106064, 998352]"
1204,"[1003257, 906309, 1097001, 837569, 6034221, 1032407, 13907324, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177]"
1205,"[1059969, 13381584, 1050851, 918335, 968687, 1125199, 1086483, 883404, 1098066, 994928, 917384, 1076875, 917494, 845537, 900491, 951526, 822241, 898068, 896672, 914754, 15926827, 6773204, 1004906, 901666, 883963, 999779, 999714, 5568489, 874643, 844165, 15926886, 15926885, 940108, 882441, 17214971, 1096343, 893018, 1029743, 5592931, 856772, 1134522, 952317, 896938, 837579, 995876, 1124729, 868015, 1092026, 1075175, 1121384]"
1206,"[8273950, 1059473, 1018740, 1030040, 900802, 12301109, 1074754, 970725, 12301405, 1020682, 866778, 1128240, 981760, 883404, 935993, 847790, 1029743, 1053690, 1096036, 826249, 1038217, 824915, 823990, 916381, 906838, 852864, 5580166, 9803601, 5591611, 837751, 842392, 864805, 899459, 15973289, 833609, 965210, 12487816, 1136341, 945499, 895454, 6424038, 997866, 5978656, 1011429, 852467, 15925366, 901060, 961983, 941145, 944837]"
1207,"[5568489, 13115501, 895743, 851226, 954363, 5569374, 12731685, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177]"
1208,"[871611, 1024051, 5583547, 5578643, 16809431, 861603, 5588238, 947858, 1029171, 15681692, 1082735, 939578, 900802, 12301100, 923746, 903674, 1071939, 16809471, 5590287, 833715, 959409, 883202, 15687115, 1115335, 15972474, 965719, 1119879, 5587043, 830750, 952981, 828106, 15595872, 12811532, 866211, 1044078, 1013149, 868075, 1055283, 976621, 946964, 12731544, 962185, 1118533, 865303, 999858, 1098844, 970030, 845208, 1138467, 834484]"
1209,"[960791, 891520, 836762, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476]"
1211,"[918598, 6534166, 1000753, 5585510, 1135476, 1013167, 830304, 879504, 1042438, 1109352, 1020770, 820165, 1037631, 8065410, 871756, 12301073, 965842, 993466, 836445, 860776, 847270, 6034857, 866211, 1043766, 897752, 1129819, 1130458, 990656, 859129, 992986, 1104856, 15629927, 827024, 6034577, 871680, 986021, 1047769, 1029313, 9396705, 981493, 15554948, 977927, 13007721, 954966, 1094993, 15924982, 7167084, 1111533, 969926, 850889]"
1213,"[914190, 1074754, 17214679, 915679, 877455, 9831882, 1006474, 14111687, 1096081, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719]"
1215,"[1020156, 841309, 1051516, 943169, 1137688, 883202, 1125123, 821083, 1026118, 878996, 1057306, 870515, 909714, 1052912, 961554, 1076881, 918368, 1091383, 1082185, 15777852, 933692, 823862, 872461, 1053924, 1018397, 1060705, 1027849, 879045, 6551782, 12428210, 1076366, 1101960, 10457590, 1128539, 9420337, 912445, 1123772, 10121521, 970534, 957080, 13007710, 6464239, 1088540, 10457237, 1134949, 894260, 13417845, 15483598, 9420282, 1113340]"
1216,"[915605, 851819, 1065593, 893221, 969568, 1009187, 895622, 9487875, 1043008, 999625, 5995228, 6602419, 1018364, 12330437, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997]"
1217,"[6534178, 1074697, 1122547, 949965, 916122, 12810393, 973861, 952981, 1075368, 938700, 1020682, 1118787, 1034686, 1029743, 1013321, 927191, 1056509, 929668, 908531, 893868, 843306, 6534035, 6534077, 6534480, 899624, 1048472, 1106301, 954363, 884945, 5580793, 983316, 845288, 834842, 17179426, 15775395, 1064574, 14050446, 869903, 6534515, 9798186, 6552130, 857981, 843118, 9803543, 1082185, 6534178, 1029743, 995242, 1106523, 981760]"
1218,"[1076769, 1063207, 1103556, 1070820, 899672, 17242559, 1072575, 1101010, 1026118, 1135258, 1135476, 992529, 1111722, 819840, 1029743, 961979, 891279, 1082212, 1115175, 894968, 824180, 5978656, 1017311, 930504, 831063, 840426, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484]"
1219,"[911162, 1033615, 843306, 985119, 10150194, 980386, 903567, 1129819, 1134058, 1057377, 15686700, 13158623, 16219613, 6704411, 1094562, 1066641, 845052, 7409824, 1034189, 13777312, 10311586, 6424231, 12757312, 6463947, 16223278, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075]"
1221,"[7025202, 1070076, 979707, 7024927, 1082185, 1084591, 1129819, 1055504, 909714, 1062002, 835977, 969620, 1056651, 883202, 883404, 969932, 1029743, 9878513, 6553737, 889649, 17104444, 923746, 16770135, 948670, 13213310, 987006, 1015280, 1019142, 12130733, 17104555, 13212994, 1071670, 989181, 850240, 16099772, 13213034, 8288843, 17104923, 5566331, 9931039, 976393, 12649465, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230]"
1222,"[986912, 861445, 919534, 1106523, 1133018, 981760, 951590, 12301109, 5569845, 6534480, 5570383, 9677202, 1055646, 15506577, 1026118, 941741, 1037840, 916050, 982833, 902167, 919423, 1091090, 12385916, 1055863, 13877012, 963238, 1031316, 844740, 1113780, 17105399, 920724, 906309, 874025, 1120532, 13416093, 15971907, 1096851, 951301, 849505, 6632986, 13512390, 12554515, 1073067, 8119301, 9270757, 9297062, 978354, 1082814, 819590, 1131879]"
1223,"[852014, 1029743, 956902, 883404, 5568378, 826249, 1003600, 882288, 8090521, 8090537, 906625, 847174, 947858, 1021324, 9859217, 871500, 9527186, 14025070, 6548375, 950863, 10182853, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996]"
1224,"[1103105, 14043817, 885290, 1083787, 14050436, 883003, 971325, 1124971, 912681, 1127025, 1127624, 7139529, 1106301, 907014, 857849, 1118787, 1029743, 827656, 935284, 844165, 1068719, 1043590, 1058779, 913785, 1065593, 1096317, 953476, 940332, 1100972, 14050461, 14043816, 1118046, 1022827, 950098, 14050460, 8119319, 1017838, 1029915, 1104856, 1022066, 1135253, 1000050, 1075283, 1026334, 920191, 1051884, 934156, 995698, 962623, 1019479]"
1225,"[16809431, 1006483, 865330, 14077333, 981760, 909894, 894511, 985893, 16809471, 1128647, 945200, 1113588, 865891, 1009200, 999779, 14050731, 1074271, 932298, 1029743, 945779, 859121, 889779, 829291, 1012873, 1044188, 1048849, 1091520, 850102, 1131310, 840601, 938599, 1042616, 5565392, 15572769, 1110697, 15972314, 5565612, 5567325, 994149, 5995215, 867293, 12987817, 13910795, 936511, 949965, 923705, 1133018, 12385373, 15507063, 6442835]"
1226,"[1041259, 865456, 968687, 1062002, 840361, 5568378, 859075, 976199, 915349, 919534, 1136257, 929668, 856772, 951197, 1068562, 1013149, 7442008, 1095100, 1094619, 883404, 1070015, 935796, 927681, 927400, 1070820, 834117, 1082185, 947201, 8119302, 1079541, 881047, 826597, 1117039, 905636, 888178, 1039224, 1067185, 1098692, 1078063, 1037076, 1137344, 6632589, 948040, 991999, 854042, 853038, 954673, 878398, 1025641, 961133]"
1227,"[991592, 837720, 5592772, 905081, 1086384, 6391133, 1082269, 861279, 892314, 8090536, 854852, 5978656, 827656, 1106523, 5567926, 951190, 852333, 834117, 948650, 874972, 840361, 1003188, 1121360, 15596657, 1017982, 868423, 951761, 874718, 843728, 15741662, 9297020, 1097271, 865751, 890657, 13986877, 13512727, 15452240, 12301987, 17902690, 831331, 862130, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590]"
1228,"[1088147, 914190, 1115175, 913623, 1080331, 8203451, 908940, 987724, 916381, 905913, 901062, 1041157, 1132280, 1001277, 1048272, 833025, 860362, 873203, 15926886, 15926885, 9420312, 9677236, 8090537, 995852, 844179, 1013770, 10121646, 8019628, 901452, 902396, 1051810, 878996, 965331, 874149, 1110793, 866211, 1006062, 1048046, 5592736, 1028816, 944823, 9803207, 834484, 1135578, 1082185, 6034964, 937276, 1038038, 1011502, 15506694]"
1229,"[1100368, 5569230, 916122, 891423, 6534178, 1092303, 835098, 1082185, 834117, 903325, 970747, 1049788, 1003600, 1013321, 860776, 909714, 951412, 938566, 841309, 1025650, 7440663, 1037451, 9483663, 870515, 1088634, 1033220, 852856, 1070820, 965842, 842385, 1084310, 1037332, 845208, 1000586, 7155863, 1135476, 6034857, 854754, 951074, 940947, 1013149, 6391436, 821083, 960613, 819518, 979707, 834484, 824005, 962568, 13877012]"
1231,"[833866, 5978656, 1062340, 876777, 906017, 1006718, 866778, 995785, 1055646, 860776, 12428210, 1138854, 891148, 900802, 1120337, 851508, 1082185, 866211, 1110142, 15483424, 12330382, 6034857, 1029743, 1117514, 927299, 15483382, 1046031, 898212, 1069621, 860975, 1031630, 1010195, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776]"
1234,"[844179, 965842, 901776, 5568228, 885697, 9419585, 871756, 985427, 885406, 13672062, 13133557, 965719, 9935616, 9419648, 854496, 958137, 897493, 968269, 1102381, 1054509, 9297516, 13417854, 1043837, 13007344, 15830760, 938186, 6633244, 12171844, 13038792, 1134011, 864900, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568]"
1235,"[893501, 998444, 944376, 6773232, 1043787, 10285005, 16099996, 12171206, 1135096, 1009046, 10309712, 1019443, 5565784, 8249443, 12263239, 830070, 17290765, 17291172, 17291305, 854315, 6553120, 17285551, 8291246, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624]"
1236,"[13381584, 5565866, 1091383, 1107289, 1112766, 1124694, 915295, 1012941, 947292, 834833, 1038663, 1126895, 8019716, 851819, 948953, 1081177, 1027168, 9835408, 17105399, 825541, 12301404, 1009128, 8090521, 1055646, 860776, 1052155, 6034857, 1111072, 13841744, 5569230, 969568, 981760, 842140, 999779, 12302069, 938700, 1056509, 1043590, 1133018, 965766, 1070015, 974265, 999971, 1092026, 826249, 866227, 962229, 952317, 894511, 1037840]"
1238,"[1082185, 1004906, 832678, 979707, 898068, 883404, 890610, 1019643, 5584645, 838487, 5588238, 1003188, 908531, 995242, 929668, 1043128, 934369, 1040371, 1024306, 1082803, 1055168, 852014, 12988115, 871332, 1099991, 892294, 6704329, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899]"
1239,"[910071, 940947, 898068, 844179, 5582712, 1131321, 897125, 1116578, 994262, 1133018, 901776, 908531, 1038684, 883404, 938700, 849843, 9297062, 1051211, 1085604, 838487, 15511891, 826249, 5564906, 9835903, 1110292, 1076738, 1007082, 1082185, 936753, 963502, 1051069, 1018670, 1134016, 13115667, 1055339, 883932, 897120, 893018, 997272, 852572, 1052335, 1127624, 1067185, 977508, 1133328, 1115098, 1089452, 1095068, 924427, 956609]"
1240,"[1102067, 6534178, 981086, 7442008, 958382, 5578547, 995785, 986947, 1051516, 872137, 848319, 12810393, 854976, 6533889, 979707, 12263024, 901062, 860776, 1076056, 938566, 1044259, 1041259, 952254, 1055504, 1082185, 1116821, 913210, 1081177, 1062128, 850281, 955075, 825541, 997200, 963502, 870515, 6548453, 6034857, 13417761, 905436, 1022374, 840361, 923746, 1030981, 957232, 1070820, 916993, 987562, 913785, 5568378, 970202]"
1241,"[1075368, 981760, 844165, 969568, 5569327, 944139, 957232, 1092026, 1021116, 882305, 1125123, 821730, 978913, 16729296, 900370, 1042341, 7410201, 941883, 983659, 966379, 886991, 828055, 17291590, 934112, 14077400, 905325, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484]"
1242,"[963835, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476, 1053690, 820165]"
1244,"[1104546, 863383, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476, 1053690]"
1245,"[962118, 1017061, 834117, 951590, 1097610, 849098, 896974, 933293, 989354, 934427, 12731616, 981760, 882441, 970792, 920308, 874736, 918335, 1111839, 1075074, 10456568, 9835947, 852182, 1127831, 822238, 995916, 14077856, 1063207, 1134769, 6773016, 17104780, 1005186, 951651, 885447, 926422, 9368486, 9836693, 12171186, 13775188, 12330539, 922668, 1126246, 894447, 6534178, 913210, 951412, 946757, 938431, 1118757, 986394, 834484]"
1246,"[15687069, 1082185, 15972028, 6534178, 980259, 906509, 921438, 1030455, 1126899, 1098844, 13115602, 7142861, 993466, 8160430, 7168387, 1074662, 909750, 9655676, 1005880, 1022872, 9552940, 9553380, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190]"
1247,"[1082185, 1039682, 1055646, 900802, 874149, 921504, 981760, 878996, 899624, 845208, 854852, 826144, 1126899, 1050229, 998373, 1029743, 961554, 903325, 995242, 951590, 848319, 1058997, 1009449, 971922, 1040807, 1062340, 1135476, 910439, 883932, 924804, 909306, 1098692, 963238, 995628, 971957, 8066803, 1068224, 1035321, 1060005, 7169034, 1117690, 1034955, 991546, 968668, 1024938, 1129166, 1094262, 1103812, 824813, 9214953]"
1248,"[1131321, 1132771, 1022981, 1106523, 888054, 838487, 905913, 1041796, 891961, 859075, 883932, 838733, 951590, 941183, 903123, 925862, 920978, 865511, 5592585, 886965, 15740900, 12386187, 5566931, 1111391, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179]"
1250,"[5592284, 15973320, 15927756, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476]"
1251,"[1082990, 901067, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476, 1053690]"
1252,"[829852, 832678, 12484608, 843756, 1037451, 1096317, 847982, 1052912, 1076056, 844991, 939346, 965963, 9707199, 888275, 887984, 826952, 862318, 15972003, 909510, 1047619, 882305, 1029477, 15971875, 5566697, 8090533, 1120258, 16733536, 1102929, 880799, 16733578, 15972808, 9419735, 13911284, 8358044, 12604978, 14025185, 825313, 6463534, 834103, 971325, 1000237, 5568729, 923746, 12131961, 914190, 9911484, 977344, 1102959, 13911676, 955587]"
1254,"[6034857, 1098844, 1067443, 12599601, 1121369, 999391, 971983, 6533834, 12582361, 987263, 1051189, 1014061, 13876789, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122]"
1255,"[5569845, 5569471, 819518, 825659, 820291, 6919458, 1114522, 6551861, 961730, 1041459, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471]"
1256,"[1007136, 12781759, 1122115, 854852, 1003600, 1005186, 863447, 12262978, 1043301, 878996, 1022254, 979707, 1137688, 936355, 986912, 1112333, 847790, 867188, 1075313, 933835, 951197, 911812, 828278, 976214, 8205618, 924903, 1071077, 1017459, 1096243, 939420, 988783, 840858, 913671, 15830451, 1109642, 1000542, 875252, 10180397, 943393, 819827, 866871, 870871, 1087081, 844521, 1126711, 13094913, 1063578, 842707, 837969, 1122112]"
1258,"[890612, 908489, 6534178, 893739, 1051211, 1040693, 5569471, 9827950, 1051093, 12946027, 897083, 950098, 6602734, 1107066, 15831151, 10285005, 9677934, 1110218, 13072779, 1039840, 867650, 947658, 13158531, 13417502, 912457, 6979272, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484]"
1259,"[1082185, 871337, 1006878, 847982, 8203451, 985911, 1113588, 916993, 883404, 1039348, 1074524, 1058997, 6533608, 8177622, 912146, 956373, 5566307, 1044127, 980860, 1076881, 1010655, 827546, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190]"
